FirstName,LastName,DisplayName,UserPrincipalName,SamAccountName,Email,Department,Title,Office,Company,Country,City,State,PostalCode,StreetAddress,TelephoneNumber,Mobile,EmployeeID,Manager,Description,Created,LastLogon,PasswordLastSet,AccountExpires,Locked,PwdNeverExpires,proxyAddresses,mailNickname,userAccountControl,employeeType,initials,titleCode,homeDirectory,homeDrive,scriptPath,profilePath,lastBadPasswordAttempt,badPwdCount,msExchHideFromAddressLists,extensionAttribute1,extensionAttribute2,extensionAttribute3
Auguste,Stolze,Auguste Stolze,astolze@phinit.com,astolze,astolze@phinit.com,Marketing,Consultant,Branch East,PhinIT,Deutschland,Wittstock,Sachsen-Anhalt,38958,Franz-Mentzel-Weg 5,+49(0)6360 32296,+49(0)6359 69274,92575,jane.smith@phinit.com,Consultant in Marketing,2023-11-25 10:38:14,2024-04-02 10:38:14,2023-11-30 10:38:14,,True,False,SMTP:astolze@phinit.com;smtp:auguste.stolze@alias.phinit.com,astolze,514,Permanent,AS,TC408,\\fileserver\home\astolze,H:,logon.bat,\\server\profiles\astolze,2024-02-21 10:38:14,0,True,aliquam,a,non
Heinz-Jürgen,Patberg,Heinz-Jürgen Patberg,hpatberg@psscripts.com,hpatberg,hpatberg@psscripts.com,Support,Engineer,Branch West,PSscripts,Deutschland,Rudolstadt,Mecklenburg-Vorpommern,85095,Hethurplatz 5,+49(0)3382 06900,+49 (0) 3152 946212,34669,jane.smith@psscripts.com,Engineer in Support,2023-07-24 20:35:54,2023-09-03 20:35:54,2023-07-29 20:35:54,,False,True,SMTP:hpatberg@psscripts.com;smtp:heinz-jürgen.patberg@alias.psscripts.com,hpatberg,512,Contractor,HP,TC192,\\fileserver\home\hpatberg,H:,logon.bat,\\server\profiles\hpatberg,2023-08-02 20:35:54,3,True,cum,earum,numquam
Nadia,Bärer,Nadia Bärer,nbärer@phscripts.com,nbärer,nbärer@phscripts.com,HR,Consultant,HQ,PHscripts,Deutschland,Bützow,Rheinland-Pfalz,20093,Traudel-Häring-Platz 1/4,07420213535,0807641161,72032,max.mustermann@phscripts.com,Consultant in HR,2024-02-29 08:09:59,2024-12-08 08:09:59,2024-03-05 08:09:59,,True,True,SMTP:nbärer@phscripts.com;smtp:nadia.bärer@alias.phscripts.com,nbärer,514,Intern,NB,TC302,\\fileserver\home\nbärer,H:,logon.bat,\\server\profiles\nbärer,2024-11-27 08:09:59,0,True,soluta,inventore,ea
Ewald,Margraf,Ewald Margraf,emargraf@contoso.com,emargraf,emargraf@contoso.com,Support,Consultant,Regional Office,Contoso,Deutschland,Donaueschingen,Nordrhein-Westfalen,90895,Erich-Langern-Straße 0/5,+49(0)3886 793702,+49(0) 779442805,20620,john.doe@contoso.com,Consultant in Support,2024-05-06 02:13:36,2024-08-02 02:13:36,2024-05-11 02:13:36,,True,True,SMTP:emargraf@contoso.com;smtp:ewald.margraf@alias.contoso.com,emargraf,514,Intern,EM,TC529,\\fileserver\home\emargraf,H:,logon.bat,\\server\profiles\emargraf,2024-07-24 02:13:36,10,True,fugit,id,consequatur
Mariana,auch Schlauchin,Mariana auch Schlauchin,mauch schlauchin@phinit.com,mauch schlauchin,mauch schlauchin@phinit.com,Support,Analyst,Branch West,PhinIT,Deutschland,Meppen,Bayern,43846,Heinrichweg 94,0978899489,(02993) 700822,45437,max.mustermann@phinit.com,Analyst in Support,2023-12-03 17:48:04,2024-01-20 17:48:04,2023-12-08 17:48:04,,True,False,SMTP:mauch schlauchin@phinit.com;smtp:mariana.auch schlauchin@alias.phinit.com,mauch schlauchin,512,Permanent,Ma,TC815,\\fileserver\home\mauch schlauchin,H:,logon.bat,\\server\profiles\mauch schlauchin,2023-12-24 17:48:04,4,False,doloribus,alias,id
Yilmaz,Oestrovsky,Yilmaz Oestrovsky,yoestrovsky@psscripts.com,yoestrovsky,yoestrovsky@psscripts.com,Marketing,Engineer,Remote,PSscripts,Deutschland,Kamenz,Rheinland-Pfalz,80330,Holstenallee 2/4,+49 (0) 7059 055560,+49(0)6721954792,42476,john.doe@psscripts.com,Engineer in Marketing,2023-12-18 09:16:26,2024-11-16 09:16:26,2023-12-23 09:16:26,,False,False,SMTP:yoestrovsky@psscripts.com;smtp:yilmaz.oestrovsky@alias.psscripts.com,yoestrovsky,544,Intern,YO,TC289,\\fileserver\home\yoestrovsky,H:,logon.bat,\\server\profiles\yoestrovsky,2024-11-01 09:16:26,2,True,voluptas,temporibus,ex
Heinz-Otto,Reuter,Heinz-Otto Reuter,hreuter@phscripts.com,hreuter,hreuter@phscripts.com,Support,Engineer,Branch East,PHscripts,Deutschland,Herzberg,Berlin,86759,Jähngasse 242,+49(0)3183669966,+49(0)9741 480109,45845,jane.smith@phscripts.com,Engineer in Support,2023-12-16 17:38:17,2024-11-20 17:38:17,2023-12-21 17:38:17,,True,True,SMTP:hreuter@phscripts.com;smtp:heinz-otto.reuter@alias.phscripts.com,hreuter,514,Contractor,HR,TC674,\\fileserver\home\hreuter,H:,logon.bat,\\server\profiles\hreuter,2024-11-15 17:38:17,6,True,nesciunt,adipisci,in
Nadia,Weinhage,Nadia Weinhage,nweinhage@contoso.com,nweinhage,nweinhage@contoso.com,Sales,Consultant,Remote,Contoso,Deutschland,Gelnhausen,Rheinland-Pfalz,33950,Roy-Lorch-Weg 32,+49(0)9198 115191,04040 81366,43746,jane.smith@contoso.com,Consultant in Sales,2023-09-16 10:52:47,2024-10-19 10:52:47,2023-09-21 10:52:47,,False,False,SMTP:nweinhage@contoso.com;smtp:nadia.weinhage@alias.contoso.com,nweinhage,512,Permanent,NW,TC630,\\fileserver\home\nweinhage,H:,logon.bat,\\server\profiles\nweinhage,2024-10-15 10:52:47,8,False,ab,aspernatur,ipsum
Rosi,Zimmer,Rosi Zimmer,rzimmer@phinit.com,rzimmer,rzimmer@phinit.com,Finance,Analyst,Branch East,PhinIT,Deutschland,Rehau,Hessen,96439,Anette-Wirth-Straße 0/2,(01329) 510659,+49(0)0575505753,96131,max.mustermann@phinit.com,Analyst in Finance,2023-06-15 06:07:16,2024-03-15 06:07:16,2023-06-20 06:07:16,,True,False,SMTP:rzimmer@phinit.com;smtp:rosi.zimmer@alias.phinit.com,rzimmer,514,Contractor,RZ,TC779,\\fileserver\home\rzimmer,H:,logon.bat,\\server\profiles\rzimmer,2024-02-12 06:07:16,1,True,optio,unde,incidunt
Jovan,Juncken,Jovan Juncken,jjuncken@psscripts.com,jjuncken,jjuncken@psscripts.com,Marketing,Consultant,HQ,PSscripts,Deutschland,Kaiserslautern,Schleswig-Holstein,66516,Aziz-Röhricht-Ring 7,+49(0)1434 62594,+49(0)8659 549249,40027,jane.smith@psscripts.com,Consultant in Marketing,2024-02-27 17:26:06,2024-09-12 17:26:06,2024-03-03 17:26:06,,True,False,SMTP:jjuncken@psscripts.com;smtp:jovan.juncken@alias.psscripts.com,jjuncken,514,Permanent,JJ,TC444,\\fileserver\home\jjuncken,H:,logon.bat,\\server\profiles\jjuncken,2024-08-22 17:26:06,3,False,nesciunt,quae,error
Drago,Koch,Drago Koch,dkoch@phscripts.com,dkoch,dkoch@phscripts.com,Sales,Analyst,Branch East,PHscripts,Deutschland,Bersenbrück,Saarland,50426,Geißlerallee 704,02042263112,+49 (0) 8180 724358,93859,max.mustermann@phscripts.com,Analyst in Sales,2023-08-08 10:29:49,2023-09-10 10:29:49,2023-08-13 10:29:49,,True,False,SMTP:dkoch@phscripts.com;smtp:drago.koch@alias.phscripts.com,dkoch,514,Contractor,DK,TC534,\\fileserver\home\dkoch,H:,logon.bat,\\server\profiles\dkoch,2023-08-26 10:29:49,1,True,eos,libero,eaque
Kristine,Stoll,Kristine Stoll,kstoll@contoso.com,kstoll,kstoll@contoso.com,Support,Administrator,Regional Office,Contoso,Deutschland,Büsingen am Hochrhein,Sachsen-Anhalt,39207,Aline-Atzler-Allee 1,+49(0) 916975542,+49(0)1349266430,86817,jane.smith@contoso.com,Administrator in Support,2024-06-04 06:15:52,2025-05-15 06:15:52,2024-06-09 06:15:52,,False,True,SMTP:kstoll@contoso.com;smtp:kristine.stoll@alias.contoso.com,kstoll,544,Contractor,KS,TC173,\\fileserver\home\kstoll,H:,logon.bat,\\server\profiles\kstoll,2025-04-24 06:15:52,5,True,natus,quod,ab
Ivan,Rosenow,Ivan Rosenow,irosenow@phinit.com,irosenow,irosenow@phinit.com,IT,Engineer,Regional Office,PhinIT,Deutschland,Gräfenhainichen,Hessen,47010,Kranzring 755,0568260400,(01999) 33532,51456,john.doe@phinit.com,Engineer in IT,2024-03-11 15:04:00,2025-04-03 15:04:00,2024-03-16 15:04:00,,True,True,SMTP:irosenow@phinit.com;smtp:ivan.rosenow@alias.phinit.com,irosenow,544,Intern,IR,TC338,\\fileserver\home\irosenow,H:,logon.bat,\\server\profiles\irosenow,2025-02-22 15:04:00,9,True,tempore,fugit,harum
Ella,Tlustek,Ella Tlustek,etlustek@psscripts.com,etlustek,etlustek@psscripts.com,IT,Manager,Branch East,PSscripts,Deutschland,Sebnitz,Mecklenburg-Vorpommern,28284,Heydrichstraße 1/7,+49(0) 593709410,+49(0)6558 339246,92839,max.mustermann@psscripts.com,Manager in IT,2024-02-22 13:25:42,2024-10-14 13:25:42,2024-02-27 13:25:42,,False,True,SMTP:etlustek@psscripts.com;smtp:ella.tlustek@alias.psscripts.com,etlustek,544,Contractor,ET,TC286,\\fileserver\home\etlustek,H:,logon.bat,\\server\profiles\etlustek,2024-09-16 13:25:42,3,False,ab,occaecati,corrupti
Georgios,Mies,Georgios Mies,gmies@phscripts.com,gmies,gmies@phscripts.com,Sales,Administrator,Branch East,PHscripts,Deutschland,Zossen,Baden-Württemberg,29444,Scholtzplatz 123,08930035793,+49(0)8575 655537,44095,john.doe@phscripts.com,Administrator in Sales,2024-04-11 20:01:22,2024-07-10 20:01:22,2024-04-16 20:01:22,,True,True,SMTP:gmies@phscripts.com;smtp:georgios.mies@alias.phscripts.com,gmies,512,Contractor,GM,TC871,\\fileserver\home\gmies,H:,logon.bat,\\server\profiles\gmies,2024-06-15 20:01:22,10,False,temporibus,adipisci,optio
Oliver,Gute,Oliver Gute,ogute@contoso.com,ogute,ogute@contoso.com,Marketing,Manager,Regional Office,Contoso,Deutschland,Weißwasser,Sachsen,65844,Martinstr. 618,+49(0)4211 86570,+49 (0) 6735 519366,44273,max.mustermann@contoso.com,Manager in Marketing,2023-09-27 05:46:23,2024-10-26 05:46:23,2023-10-02 05:46:23,,True,True,SMTP:ogute@contoso.com;smtp:oliver.gute@alias.contoso.com,ogute,514,Intern,OG,TC786,\\fileserver\home\ogute,H:,logon.bat,\\server\profiles\ogute,2024-09-17 05:46:23,0,True,at,officia,odio
Nathalie,Devaux,Nathalie Devaux,ndevaux@phinit.com,ndevaux,ndevaux@phinit.com,Support,Engineer,Remote,PhinIT,Frankreich,Albert,,76388,"15, avenue Guy Imbert",02 27 59 31 45,+33 8 08 99 09 81,37975,john.doe@phinit.com,Engineer in Support,2024-01-21 14:46:05,2024-04-01 14:46:05,2024-01-26 14:46:05,,False,True,SMTP:ndevaux@phinit.com;smtp:nathalie.devaux@alias.phinit.com,ndevaux,512,Permanent,ND,TC987,\\fileserver\home\ndevaux,H:,logon.bat,\\server\profiles\ndevaux,2024-03-09 14:46:05,10,True,connaître,renverser,lutter
Sophie,Faure,Sophie Faure,sfaure@psscripts.com,sfaure,sfaure@psscripts.com,Marketing,Consultant,Remote,PSscripts,Frankreich,LeclercBourg,,16153,"827, chemin Gaillard",0416210767,04 98 67 32 47,91975,john.doe@psscripts.com,Consultant in Marketing,2024-01-27 19:02:46,2024-07-24 19:02:46,2024-02-01 19:02:46,,False,False,SMTP:sfaure@psscripts.com;smtp:sophie.faure@alias.psscripts.com,sfaure,544,Intern,SF,TC203,\\fileserver\home\sfaure,H:,logon.bat,\\server\profiles\sfaure,2024-06-03 19:02:46,1,False,éternel,serrer,raison
Guillaume,Vasseur,Guillaume Vasseur,gvasseur@phscripts.com,gvasseur,gvasseur@phscripts.com,HR,Administrator,Branch East,PHscripts,Frankreich,Rossi,,02727,boulevard de David,0634052083,+33 (0)5 84 83 26 71,63930,jane.smith@phscripts.com,Administrator in HR,2024-06-02 08:19:56,2025-05-12 08:19:56,2024-06-07 08:19:56,,True,False,SMTP:gvasseur@phscripts.com;smtp:guillaume.vasseur@alias.phscripts.com,gvasseur,512,Permanent,GV,TC119,\\fileserver\home\gvasseur,H:,logon.bat,\\server\profiles\gvasseur,2025-03-30 08:19:56,3,False,arracher,livre,choisir
Marc,Masson,Marc Masson,mmasson@contoso.com,mmasson,mmasson@contoso.com,Sales,Analyst,HQ,Contoso,Frankreich,Chauveau-sur-Gallet,,60778,"56, boulevard Victor Colas",03 89 39 45 45,+33 1 72 20 95 61,69304,john.doe@contoso.com,Analyst in Sales,2024-05-05 07:31:11,2024-07-23 07:31:11,2024-05-10 07:31:11,,False,True,SMTP:mmasson@contoso.com;smtp:marc.masson@alias.contoso.com,mmasson,544,Intern,MM,TC182,\\fileserver\home\mmasson,H:,logon.bat,\\server\profiles\mmasson,2024-06-17 07:31:11,4,False,sauter,perte,réussir
Aimée,Charpentier,Aimée Charpentier,acharpentier@phinit.com,acharpentier,acharpentier@phinit.com,Marketing,Administrator,Remote,PhinIT,Frankreich,Sainte ÉlisabethVille,,97714,"49, rue de Gimenez",+33 1 32 76 72 80,05 00 99 31 34,58924,jane.smith@phinit.com,Administrator in Marketing,2024-05-09 08:07:43,2024-08-08 08:07:43,2024-05-14 08:07:43,,False,True,SMTP:acharpentier@phinit.com;smtp:aimée.charpentier@alias.phinit.com,acharpentier,544,Intern,AC,TC246,\\fileserver\home\acharpentier,H:,logon.bat,\\server\profiles\acharpentier,2024-06-19 08:07:43,7,True,époque,tâche,doute
Inès,Renaud,Inès Renaud,irenaud@psscripts.com,irenaud,irenaud@psscripts.com,Support,Consultant,Branch East,PSscripts,Frankreich,Duval,,01469,chemin de Gay,03 81 70 24 40,+33 3 13 40 66 04,97694,john.doe@psscripts.com,Consultant in Support,2024-03-21 09:02:00,2024-05-16 09:02:00,2024-03-26 09:02:00,,True,True,SMTP:irenaud@psscripts.com;smtp:inès.renaud@alias.psscripts.com,irenaud,512,Contractor,IR,TC795,\\fileserver\home\irenaud,H:,logon.bat,\\server\profiles\irenaud,2024-05-01 09:02:00,9,True,mal,pauvre,prévoir
Claire,Richard,Claire Richard,crichard@phscripts.com,crichard,crichard@phscripts.com,HR,Administrator,Regional Office,PHscripts,Frankreich,Lucas,,65976,"880, rue de Lelièvre",0573005147,06 95 03 00 23,88505,john.doe@phscripts.com,Administrator in HR,2024-03-09 13:32:27,2024-11-16 13:32:27,2024-03-14 13:32:27,,True,False,SMTP:crichard@phscripts.com;smtp:claire.richard@alias.phscripts.com,crichard,512,Permanent,CR,TC652,\\fileserver\home\crichard,H:,logon.bat,\\server\profiles\crichard,2024-10-18 13:32:27,9,True,puissance,moindre,animer
Hélène,Dupuy,Hélène Dupuy,hdupuy@contoso.com,hdupuy,hdupuy@contoso.com,Marketing,Specialist,Branch East,Contoso,Frankreich,Perretnec,,46487,"33, boulevard de Delorme",+33 2 20 34 65 31,+33 5 54 45 89 57,71217,jane.smith@contoso.com,Specialist in Marketing,2024-01-29 22:01:59,2024-10-09 22:01:59,2024-02-03 22:01:59,,False,True,SMTP:hdupuy@contoso.com;smtp:hélène.dupuy@alias.contoso.com,hdupuy,512,Permanent,HD,TC123,\\fileserver\home\hdupuy,H:,logon.bat,\\server\profiles\hdupuy,2024-08-31 22:01:59,1,True,discussion,chaise,apparence
Éléonore,Gérard,Éléonore Gérard,égérard@phinit.com,égérard,égérard@phinit.com,Support,Analyst,Regional Office,PhinIT,Frankreich,Pereira,,95372,"2, rue Bourdon",01 82 57 18 69,+33 (0)1 52 67 61 34,74231,jane.smith@phinit.com,Analyst in Support,2024-01-04 23:03:03,2024-07-06 23:03:03,2024-01-09 23:03:03,,True,True,SMTP:égérard@phinit.com;smtp:éléonore.gérard@alias.phinit.com,égérard,512,Contractor,ÉG,TC112,\\fileserver\home\égérard,H:,logon.bat,\\server\profiles\égérard,2024-06-16 23:03:03,4,False,répéter,eau,conversation
Anaïs,Traore,Anaïs Traore,atraore@psscripts.com,atraore,atraore@psscripts.com,HR,Manager,Branch West,PSscripts,Frankreich,Bourgeois,,85775,"526, avenue François Roy",+33 (0)1 23 52 19 05,+33 6 28 53 91 85,77902,john.doe@psscripts.com,Manager in HR,2024-02-03 04:19:44,2025-01-06 04:19:44,2024-02-08 04:19:44,,False,False,SMTP:atraore@psscripts.com;smtp:anaïs.traore@alias.psscripts.com,atraore,544,Permanent,AT,TC532,\\fileserver\home\atraore,H:,logon.bat,\\server\profiles\atraore,2024-12-08 04:19:44,9,False,maison,souvent,vieux
Virginie,Rodriguez,Virginie Rodriguez,vrodriguez@phscripts.com,vrodriguez,vrodriguez@phscripts.com,Support,Manager,Branch West,PHscripts,Frankreich,Mallet,,56671,"65, rue Paris",+33 2 17 28 41 52,+33 1 12 00 16 89,51794,jane.smith@phscripts.com,Manager in Support,2023-12-19 07:31:25,2024-06-18 07:31:25,2023-12-24 07:31:25,,True,False,SMTP:vrodriguez@phscripts.com;smtp:virginie.rodriguez@alias.phscripts.com,vrodriguez,514,Permanent,VR,TC105,\\fileserver\home\vrodriguez,H:,logon.bat,\\server\profiles\vrodriguez,2024-05-27 07:31:25,1,True,d'autres,ferme,drôle
François,Roussel,François Roussel,froussel@contoso.com,froussel,froussel@contoso.com,Marketing,Manager,Regional Office,Contoso,Frankreich,Sainte ZacharieVille,,60128,"19, boulevard de Weber",+33 (0)1 75 13 50 33,+33 (0)1 26 94 64 91,10065,max.mustermann@contoso.com,Manager in Marketing,2023-09-15 01:05:30,2024-05-24 01:05:30,2023-09-20 01:05:30,,True,True,SMTP:froussel@contoso.com;smtp:françois.roussel@alias.contoso.com,froussel,512,Contractor,FR,TC402,\\fileserver\home\froussel,H:,logon.bat,\\server\profiles\froussel,2024-04-17 01:05:30,3,True,voiture,état,ainsi
Stéphanie,Clément,Stéphanie Clément,sclément@phinit.com,sclément,sclément@phinit.com,Support,Manager,Branch East,PhinIT,Frankreich,Saint Louise,,22975,"74, rue Lecoq",03 37 66 93 19,0256097628,33936,john.doe@phinit.com,Manager in Support,2024-05-09 10:32:55,2024-06-16 10:32:55,2024-05-14 10:32:55,,False,False,SMTP:sclément@phinit.com;smtp:stéphanie.clément@alias.phinit.com,sclément,512,Contractor,SC,TC154,\\fileserver\home\sclément,H:,logon.bat,\\server\profiles\sclément,2024-06-14 10:32:55,5,False,brûler,notre,hôtel
William,Lopes,William Lopes,wlopes@psscripts.com,wlopes,wlopes@psscripts.com,Finance,Manager,Remote,PSscripts,Frankreich,Diaz,,00610,"5, avenue de Fleury",+33 (0)5 43 53 92 58,0472183441,32621,max.mustermann@psscripts.com,Manager in Finance,2024-06-08 05:02:25,2025-03-10 05:02:25,2024-06-13 05:02:25,,False,False,SMTP:wlopes@psscripts.com;smtp:william.lopes@alias.psscripts.com,wlopes,512,Permanent,WL,TC428,\\fileserver\home\wlopes,H:,logon.bat,\\server\profiles\wlopes,2025-01-28 05:02:25,7,False,inspirer,craindre,million
Danielle,Louis,Danielle Louis,dlouis@phscripts.com,dlouis,dlouis@phscripts.com,Support,Engineer,Branch West,PHscripts,Frankreich,Sainte Suzanne,,02683,"86, rue de Brunet",0146822264,+33 (0)3 26 77 02 09,91899,jane.smith@phscripts.com,Engineer in Support,2023-07-09 07:29:10,2023-08-26 07:29:10,2023-07-14 07:29:10,,True,False,SMTP:dlouis@phscripts.com;smtp:danielle.louis@alias.phscripts.com,dlouis,514,Permanent,DL,TC746,\\fileserver\home\dlouis,H:,logon.bat,\\server\profiles\dlouis,2023-08-02 07:29:10,8,False,parmi,fois,remplacer
Philippe,Richard,Philippe Richard,prichard@contoso.com,prichard,prichard@contoso.com,Finance,Analyst,Branch East,Contoso,Frankreich,Chauveauboeuf,,48076,"83, rue Deschamps",+33 (0)2 11 81 12 18,+33 1 99 10 71 93,45243,john.doe@contoso.com,Analyst in Finance,2024-03-26 15:34:50,2025-04-08 15:34:50,2024-03-31 15:34:50,,False,True,SMTP:prichard@contoso.com;smtp:philippe.richard@alias.contoso.com,prichard,512,Contractor,PR,TC602,\\fileserver\home\prichard,H:,logon.bat,\\server\profiles\prichard,2025-03-27 15:34:50,0,False,assister,simplement,portier
Victoire,Schmitt,Victoire Schmitt,vschmitt@phinit.com,vschmitt,vschmitt@phinit.com,Finance,Analyst,Remote,PhinIT,Frankreich,Rousset,,64899,"5, avenue Laure Barre",+33 1 04 30 35 28,+33 (0)1 66 93 77 03,82491,jane.smith@phinit.com,Analyst in Finance,2023-12-17 11:33:28,2025-01-11 11:33:28,2023-12-22 11:33:28,,False,True,SMTP:vschmitt@phinit.com;smtp:victoire.schmitt@alias.phinit.com,vschmitt,514,Permanent,VS,TC446,\\fileserver\home\vschmitt,H:,logon.bat,\\server\profiles\vschmitt,2024-11-18 11:33:28,6,True,boire,jambe,bas
Augustin,Chartier,Augustin Chartier,achartier@psscripts.com,achartier,achartier@psscripts.com,Marketing,Analyst,Regional Office,PSscripts,Frankreich,Gallet,,15922,"25, boulevard Jourdan",+33 (0)5 54 83 47 07,02 49 08 05 91,31628,john.doe@psscripts.com,Analyst in Marketing,2024-04-19 10:15:39,2025-05-08 10:15:39,2024-04-24 10:15:39,,True,True,SMTP:achartier@psscripts.com;smtp:augustin.chartier@alias.psscripts.com,achartier,544,Permanent,AC,TC508,\\fileserver\home\achartier,H:,logon.bat,\\server\profiles\achartier,2025-04-01 10:15:39,3,True,drôle,regarder,jeu
Mathilde,Camus,Mathilde Camus,mcamus@phscripts.com,mcamus,mcamus@phscripts.com,Finance,Manager,Branch West,PHscripts,Frankreich,Legros,,36181,"664, rue Émilie Louis",+33 (0)1 24 85 96 35,0290657752,95886,max.mustermann@phscripts.com,Manager in Finance,2024-03-15 23:17:36,2024-11-20 23:17:36,2024-03-20 23:17:36,,True,True,SMTP:mcamus@phscripts.com;smtp:mathilde.camus@alias.phscripts.com,mcamus,544,Intern,MC,TC886,\\fileserver\home\mcamus,H:,logon.bat,\\server\profiles\mcamus,2024-11-14 23:17:36,6,True,vol,herbe,remplacer
Alice,Ferrand,Alice Ferrand,aferrand@contoso.com,aferrand,aferrand@contoso.com,Support,Administrator,HQ,Contoso,Frankreich,Lemaître,,25353,"15, avenue de Turpin",01 35 07 90 51,0157247255,71455,john.doe@contoso.com,Administrator in Support,2024-02-27 12:11:52,2024-05-11 12:11:52,2024-03-03 12:11:52,,True,True,SMTP:aferrand@contoso.com;smtp:alice.ferrand@alias.contoso.com,aferrand,544,Permanent,AF,TC685,\\fileserver\home\aferrand,H:,logon.bat,\\server\profiles\aferrand,2024-04-03 12:11:52,9,True,discours,oncle,dresser
Daniela,Santamaría,Daniela Santamaría,dsantamaría@phinit.com,dsantamaría,dsantamaría@phinit.com,Marketing,Engineer,HQ,PhinIT,Spanien,León,Sevilla,59273,C. de Emiliana Pinedo 28 Apt. 49 ,+34732 031 892,+34906 76 08 84,69989,john.doe@phinit.com,Engineer in Marketing,2024-04-11 09:00:47,2025-05-04 09:00:47,2024-04-16 09:00:47,,True,True,SMTP:dsantamaría@phinit.com;smtp:daniela.santamaría@alias.phinit.com,dsantamaría,514,Intern,DS,TC624,\\fileserver\home\dsantamaría,H:,logon.bat,\\server\profiles\dsantamaría,2025-03-24 09:00:47,3,True,exercitationem,nam,rem
Elena,Lamas,Elena Lamas,elamas@psscripts.com,elamas,elamas@psscripts.com,IT,Specialist,Regional Office,PSscripts,Spanien,Ceuta,Cáceres,25518,Vial de Bruno Leiva 470,+34 745 818 805,+34 730 05 56 77,25632,max.mustermann@psscripts.com,Specialist in IT,2023-10-28 18:45:42,2024-06-16 18:45:42,2023-11-02 18:45:42,,False,True,SMTP:elamas@psscripts.com;smtp:elena.lamas@alias.psscripts.com,elamas,544,Contractor,EL,TC715,\\fileserver\home\elamas,H:,logon.bat,\\server\profiles\elamas,2024-05-26 18:45:42,8,False,iure,deleniti,assumenda
Segismundo,Rubio,Segismundo Rubio,srubio@phscripts.com,srubio,srubio@phscripts.com,Finance,Specialist,Branch East,PHscripts,Spanien,Zamora,Salamanca,62124,Urbanización de José Gallart 40,+34 851 90 78 26,+34878 232 865,74539,jane.smith@phscripts.com,Specialist in Finance,2023-10-11 20:58:05,2024-09-29 20:58:05,2023-10-16 20:58:05,,True,False,SMTP:srubio@phscripts.com;smtp:segismundo.rubio@alias.phscripts.com,srubio,512,Permanent,SR,TC768,\\fileserver\home\srubio,H:,logon.bat,\\server\profiles\srubio,2024-09-03 20:58:05,4,False,dolorem,quasi,quo
Sonia,Moreno,Sonia Moreno,smoreno@contoso.com,smoreno,smoreno@contoso.com,Sales,Engineer,HQ,Contoso,Spanien,Lugo,Huelva,84265,Alameda Virgilio Lucas 3,+34817 90 59 43,+34 713 366 007,13028,jane.smith@contoso.com,Engineer in Sales,2024-04-28 14:23:44,2024-09-22 14:23:44,2024-05-03 14:23:44,,False,True,SMTP:smoreno@contoso.com;smtp:sonia.moreno@alias.contoso.com,smoreno,544,Contractor,SM,TC573,\\fileserver\home\smoreno,H:,logon.bat,\\server\profiles\smoreno,2024-08-08 14:23:44,8,False,recusandae,magnam,aliquid
María Luisa,Nicolau,María Luisa Nicolau,mnicolau@phinit.com,mnicolau,mnicolau@phinit.com,Marketing,Analyst,Remote,PhinIT,Spanien,Zamora,Las Palmas,70412,Paseo de Jorge Rojas 729,+34727 449 671,+34722368355,46408,jane.smith@phinit.com,Analyst in Marketing,2023-10-01 07:48:50,2024-03-15 07:48:50,2023-10-06 07:48:50,,False,False,SMTP:mnicolau@phinit.com;smtp:maría luisa.nicolau@alias.phinit.com,mnicolau,544,Permanent,MN,TC987,\\fileserver\home\mnicolau,H:,logon.bat,\\server\profiles\mnicolau,2024-02-11 07:48:50,7,False,consequatur,soluta,deleniti
Zoraida,Lledó,Zoraida Lledó,zlledó@psscripts.com,zlledó,zlledó@psscripts.com,IT,Consultant,Branch West,PSscripts,Spanien,Zamora,Madrid,32372,Via Adalberto Murillo 677,+34 652 307 978,+34742878794,85640,john.doe@psscripts.com,Consultant in IT,2023-12-12 00:45:10,2024-05-26 00:45:10,2023-12-17 00:45:10,,False,True,SMTP:zlledó@psscripts.com;smtp:zoraida.lledó@alias.psscripts.com,zlledó,512,Permanent,ZL,TC218,\\fileserver\home\zlledó,H:,logon.bat,\\server\profiles\zlledó,2024-05-21 00:45:10,6,True,ad,modi,totam
Chus,Castilla,Chus Castilla,ccastilla@phscripts.com,ccastilla,ccastilla@phscripts.com,Support,Manager,Regional Office,PHscripts,Spanien,Valladolid,Vizcaya,20669,Plaza de Hipólito Artigas 6,+34710 259 714,+34639 653 237,32311,max.mustermann@phscripts.com,Manager in Support,2024-05-31 01:26:56,2025-05-24 01:26:56,2024-06-05 01:26:56,,False,False,SMTP:ccastilla@phscripts.com;smtp:chus.castilla@alias.phscripts.com,ccastilla,514,Permanent,CC,TC517,\\fileserver\home\ccastilla,H:,logon.bat,\\server\profiles\ccastilla,2025-04-15 01:26:56,5,True,corrupti,dicta,praesentium
